Horodatage,Heure,Température extérieure (°C),Statut ouverture,Fréquentation prévue,Consommation EC prédite (kWh),Consommation EC optimisée (kWh),Consigne de température (°C),État CTA,Économie réalisée (kWh),Recommandations opérationnelles
2026-01-02 19:00:00,19,-0.15,1,69,83.63277716186252,86.83,19.5,ON,-3.2,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-02 20:00:00,20,0.4,1,45,26.239038461538463,29.45,19.5,ON,-3.21,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-02 21:00:00,21,1.5,1,0,21.914690736904408,9.07,15.0,OFF,12.84,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (3.79 kWh)
2026-01-02 22:00:00,22,1.85,1,0,3.475,4.96,15.0,OFF,-1.48,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (3.79 kWh)
2026-01-02 23:00:00,23,1.35,1,0,27.252560317572485,4.18,15.0,OFF,23.07,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (3.79 kWh)
2026-01-03 00:00:00,0,-1.1,1,0,31.09910173160173,5.87,15.0,OFF,25.23,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-03 01:00:00,1,-1.05,1,0,8.825,5.86,15.0,OFF,2.96,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-03 02:00:00,2,-1.85,1,0,8.7425,5.96,15.0,OFF,2.78,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-03 03:00:00,3,-1.65,1,0,4.735,5.94,15.0,OFF,-1.2,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-03 04:00:00,4,-1.3,1,0,5.445,5.9,15.0,OFF,-0.46,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-03 05:00:00,5,-1.5,1,0,7.894404761904761,5.91,15.0,OFF,1.98,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-03 06:00:00,6,-1.7,1,0,5.775767404394653,5.94,15.0,OFF,-0.16,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-03 07:00:00,7,-2.05,1,0,4.79243960815988,16.59,16.2,PRE_HEATING,-11.8,"[HIVER] PRE_HEATING : Pré-chauffage d'anticipation, consigne à 16.2°C"
2026-01-03 08:00:00,8,-2.0,1,0,95.7190952006294,115.32,17.4,PRE_HEATING,-19.6,"[HIVER] PRE_HEATING : Pré-chauffage d'anticipation, consigne à 17.4°C"
2026-01-03 09:00:00,9,-2.0,1,72,125.2428947368421,180.89,19.5,ON,-55.65,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 10:00:00,10,-1.75,1,211,122.35954545454544,124.01,19.5,ON,-1.65,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 11:00:00,11,-1.35,1,311,116.1158022886876,115.3,19.5,ON,0.82,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 12:00:00,12,-0.2,1,300,101.13743300260649,96.29,19.5,ON,4.85,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 13:00:00,13,0.8,1,173,93.006323603531,85.95,19.5,ON,7.06,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 14:00:00,14,2.2,1,104,86.82070396892824,78.35,19.5,ON,8.47,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 15:00:00,15,2.65,1,123,53.16834836736196,45.36,19.5,ON,7.81,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 16:00:00,16,2.5,1,119,35.95357142857143,31.04,19.5,ON,4.91,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 17:00:00,17,0.2,1,113,68.60995949009029,68.49,19.5,ON,0.12,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 18:00:00,18,-0.85,1,99,78.63742631678032,81.68,19.5,ON,-3.04,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 19:00:00,19,-0.6,1,49,79.47742631678032,82.69,19.5,ON,-3.21,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 20:00:00,20,-0.55,1,20,26.242124542124543,29.48,19.5,ON,-3.24,"[HIVER] EC ON : Chauffage optimisé, consigne à 19.5°C"
2026-01-03 21:00:00,21,-0.4,1,0,25.16417910447761,10.52,15.0,OFF,14.64,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-03 22:00:00,22,-2.05,1,0,7.107037037037037,6.89,15.0,OFF,0.22,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-03 23:00:00,23,-2.3,1,0,31.96495370370369,6.19,15.0,OFF,25.77,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (5.37 kWh)
2026-01-04 00:00:00,0,-2.75,1,0,56.9447133107838,47.58,15.0,OFF,9.36,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 01:00:00,1,-2.95,1,0,45.87585868771745,47.6,15.0,OFF,-1.72,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 02:00:00,2,-3.95,1,0,47.4639308462364,47.72,15.0,OFF,-0.26,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 03:00:00,3,-4.2,1,0,46.99891360399543,47.75,15.0,OFF,-0.75,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 04:00:00,4,-4.4,1,0,50.957590074583656,47.77,15.0,OFF,3.19,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 05:00:00,5,-4.6,1,0,51.05717606733853,47.8,15.0,OFF,3.26,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 06:00:00,6,-4.75,1,0,51.70871695861488,47.82,15.0,OFF,3.89,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 07:00:00,7,-4.65,1,0,53.578460949184745,47.8,15.0,OFF,5.78,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 08:00:00,8,-5.3,1,0,55.481976838811214,47.88,15.0,OFF,7.6,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 09:00:00,9,-5.4,1,0,93.23697507102752,47.89,15.0,OFF,45.35,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 10:00:00,10,-3.55,1,0,89.82846467105541,47.71,15.0,OFF,42.12,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 11:00:00,11,-1.7,1,0,84.29512164530003,47.5,15.0,OFF,36.8,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 12:00:00,12,0.15,1,0,80.41628006658628,47.28,15.0,OFF,33.14,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 13:00:00,13,0.9,1,0,78.98814037829251,47.17,15.0,OFF,31.82,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 14:00:00,14,1.4,1,0,71.82693307321966,47.1,15.0,OFF,24.73,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 15:00:00,15,1.65,1,0,69.82591443375159,47.06,15.0,OFF,22.77,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 16:00:00,16,1.55,1,0,72.07875538419907,47.06,15.0,OFF,25.02,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 17:00:00,17,0.6,1,0,73.08506457325508,47.17,15.0,OFF,25.92,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 18:00:00,18,-0.9,1,0,72.39254592780439,47.35,15.0,OFF,25.04,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 19:00:00,19,-0.75,1,0,46.984324912273365,47.34,15.0,OFF,-0.36,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 20:00:00,20,-1.5,1,0,48.532073561395066,47.43,15.0,OFF,1.1,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 21:00:00,21,-2.65,1,0,51.804470023687,47.56,15.0,OFF,4.24,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 22:00:00,22,-4.0,1,0,49.14337071471052,47.73,15.0,OFF,1.41,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-04 23:00:00,23,-4.55,1,0,50.26444178245609,47.79,15.0,OFF,2.47,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (46.89 kWh)
2026-01-05 00:00:00,0,-5.3,0,0,105.19198019332148,97.19,15.0,OFF,8.0,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 01:00:00,1,-2.9,0,0,98.17273611740424,96.96,15.0,OFF,1.21,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 02:00:00,2,-3.15,0,0,101.06272772834993,96.94,15.0,OFF,4.12,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 03:00:00,3,-2.8,0,0,97.03984851105152,96.9,15.0,OFF,0.14,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 04:00:00,4,-4.9,0,0,104.01107730709394,97.14,15.0,OFF,6.87,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 05:00:00,5,-5.05,0,0,114.10860689883933,97.16,15.0,OFF,16.95,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 06:00:00,6,-5.6,0,0,110.56573018651054,97.22,15.0,OFF,13.35,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 07:00:00,7,-5.35,0,0,109.4554016730656,97.2,15.0,OFF,12.26,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 08:00:00,8,-5.4,0,0,108.05306520648531,97.2,15.0,OFF,10.85,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 09:00:00,9,-5.35,0,0,109.22225282149812,97.19,15.0,OFF,12.03,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 10:00:00,10,-3.6,0,0,104.10264217676333,97.02,15.0,OFF,7.08,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 11:00:00,11,-1.25,0,0,90.15834288788326,96.76,15.0,OFF,-6.6,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 12:00:00,12,0.75,0,0,92.32769514172176,96.52,15.0,OFF,-4.19,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 13:00:00,13,0.0,0,0,94.2281119181303,96.55,15.0,OFF,-2.32,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 14:00:00,14,0.85,0,0,90.03696568040016,96.47,15.0,OFF,-6.43,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 15:00:00,15,1.75,0,0,82.63567984721244,96.37,15.0,OFF,-13.73,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 16:00:00,16,1.5,0,0,83.8882200573311,96.37,15.0,OFF,-12.48,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 17:00:00,17,-0.9,0,0,93.50642429521832,96.66,15.0,OFF,-3.15,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 18:00:00,18,-2.1,0,0,96.03801888736872,96.8,15.0,OFF,-0.76,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 19:00:00,19,-1.9,0,0,97.695868760349,96.78,15.0,OFF,0.92,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 20:00:00,20,-2.25,0,0,101.20988597864692,96.82,15.0,OFF,4.39,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 21:00:00,21,-2.6,0,0,103.19187506326875,96.86,15.0,OFF,6.33,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 22:00:00,22,-1.5,0,0,90.50730751207536,96.76,15.0,OFF,-6.25,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-05 23:00:00,23,-1.1,0,0,96.82235135366363,96.7,15.0,OFF,0.12,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (96.19 kWh)
2026-01-06 00:00:00,0,-1.05,0,0,94.826951489713,95.29,15.0,OFF,-0.46,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 01:00:00,1,-1.1,0,0,94.57894178183976,95.29,15.0,OFF,-0.71,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 02:00:00,2,-1.05,0,0,95.50382076375683,95.29,15.0,OFF,0.21,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 03:00:00,3,-0.9,0,0,98.63053186324048,95.27,15.0,OFF,3.36,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 04:00:00,4,-0.55,0,0,96.8508972657226,95.24,15.0,OFF,1.61,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 05:00:00,5,-0.7,0,0,96.95709412480052,95.25,15.0,OFF,1.71,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 06:00:00,6,-1.55,0,0,100.57842358229324,95.35,15.0,OFF,5.23,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 07:00:00,7,-2.8,0,0,99.65783751929918,95.5,15.0,OFF,4.16,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 08:00:00,8,-3.75,0,0,97.83183641253332,95.61,15.0,OFF,2.22,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 09:00:00,9,-4.35,0,0,104.8287284222519,95.68,15.0,OFF,9.15,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 10:00:00,10,-3.6,0,0,103.4500842919767,95.61,15.0,OFF,7.84,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 11:00:00,11,-2.1,0,0,100.53701251841112,95.45,15.0,OFF,5.09,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 12:00:00,12,-0.6,0,0,100.83429938840924,95.27,15.0,OFF,5.56,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 13:00:00,13,0.5,0,0,98.70279858736292,95.13,15.0,OFF,3.57,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 14:00:00,14,1.2,0,0,93.34479668650776,95.04,15.0,OFF,-1.7,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 15:00:00,15,1.4,0,0,91.26701756997711,95.0,15.0,OFF,-3.73,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 16:00:00,16,1.15,0,0,91.78469516829858,95.02,15.0,OFF,-3.24,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 17:00:00,17,-1.2,0,0,96.08749002827804,95.31,15.0,OFF,0.78,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 18:00:00,18,-3.1,0,0,101.96238267845727,95.53,15.0,OFF,6.43,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 19:00:00,19,-2.1,0,0,94.2597218818956,95.43,15.0,OFF,-1.17,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 20:00:00,20,-3.05,0,0,101.57675663206196,95.53,15.0,OFF,6.05,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 21:00:00,21,-2.7,0,0,100.7835937633416,95.5,15.0,OFF,5.28,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 22:00:00,22,-2.8,0,0,102.01875128151993,95.5,15.0,OFF,6.52,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-06 23:00:00,23,-2.75,0,0,104.21743060308954,95.49,15.0,OFF,8.73,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (94.80 kWh)
2026-01-07 00:00:00,0,-3.0,0,0,104.2467623970522,66.89,15.0,OFF,37.36,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 01:00:00,1,-3.55,0,0,101.94865826754928,66.95,15.0,OFF,35.0,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 02:00:00,2,-3.45,0,0,106.0538164978707,66.94,15.0,OFF,39.11,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 03:00:00,3,-2.95,0,0,104.8887042078491,66.89,15.0,OFF,38.0,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 04:00:00,4,-2.75,0,0,104.94932634192016,66.87,15.0,OFF,38.08,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 05:00:00,5,-2.5,0,0,100.83147920600952,66.84,15.0,OFF,33.99,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 06:00:00,6,-2.7,0,0,104.34454716533392,66.85,15.0,OFF,37.49,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 07:00:00,7,-2.35,0,0,98.84435244875796,66.82,15.0,OFF,32.02,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 08:00:00,8,-2.05,0,0,99.46947719070886,66.78,15.0,OFF,32.69,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 09:00:00,9,-1.3,0,0,96.87023606004892,66.7,15.0,OFF,30.17,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 10:00:00,10,-0.25,0,0,96.363578722295,66.59,15.0,OFF,29.77,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 11:00:00,11,0.55,0,0,94.43368335020574,66.49,15.0,OFF,27.94,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 12:00:00,12,1.5,0,0,83.50775924160605,66.38,15.0,OFF,17.13,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 13:00:00,13,1.85,0,0,82.11653916986255,66.32,15.0,OFF,15.8,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 14:00:00,14,2.45,0,0,77.31051046289163,66.25,15.0,OFF,11.06,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 15:00:00,15,4.1,0,0,65.90303491922825,66.19,15.0,OFF,-0.29,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 16:00:00,16,4.55,0,0,56.99040713640595,66.17,15.0,OFF,-9.18,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
2026-01-07 17:00:00,17,3.3,0,0,71.83268164455686,66.17,15.0,OFF,5.66,[HIVER] EC OFF : Maintien hors-gel / Talon calculé (66.17 kWh)
