Date,Hour,D22_ELEC_KEPLER_COASTER [kWh] [D22 - KEPLER / Objectif Mars],D22_ELEC_KEPLER_General batiment [kWh] [D22 - KEPLER / Objectif Mars]
2025-01-04 21:00:00.000,21:00,38.360000000009315,45.47900000000372
2025-01-04 22:00:00.000,22:00,20.49999999995343,42.64820000003092
2025-01-04 23:00:00.000,23:00,9.31999999997206,33.1195999999065
2025-01-05 00:00:00.000,00:00,8.600000000093132,26.837000000057742
2025-01-05 01:00:00.000,01:00,8.559999999962747,26.175700000068172
2025-01-05 02:00:00.000,02:00,8.699999999953434,31.64069999998901
2025-01-05 03:00:00.000,03:00,8.690000000176951,33.20649999997113
2025-01-05 04:00:00.000,04:00,8.609999999869615,33.223400000063705
2025-01-05 05:00:00.000,05:00,8.699999999953434,32.11159999994561
2025-01-05 06:00:00.000,06:00,29.310000000172295,41.76000000007917
2025-01-05 07:00:00.000,07:00,41.68999999994412,44.55789999994449
2025-01-05 08:00:00.000,08:00,49.78999999996741,47.60589999991935
2025-01-05 09:00:00.000,09:00,102.95000000009313,53.01689999995287
2025-01-05 10:00:00.000,10:00,75.68999999987429,46.16970000010915
2025-01-05 11:00:00.000,11:00,92.9655555555002,43.622366666739495
2025-01-05 12:00:00.000,12:00,93.9644444444579,43.63393333324541
2025-01-05 13:00:00.000,13:00,98.56000000005588,43.219799999892714
2025-01-05 14:00:00.000,14:00,93.64000000008382,44.1734000000637
2025-01-05 15:00:00.000,15:00,94.45999999986961,50.976600000076
2025-01-05 16:00:00.000,16:00,83.06000000005587,50.266799999959765
2025-01-05 17:00:00.000,17:00,69.25999999996276,48.754800000041726
2025-01-05 18:00:00.000,18:00,32.42000000011176,39.71359999994747
2025-01-05 19:00:00.000,19:00,32.59999999990687,41.83739999998361
2025-01-05 20:00:00.000,20:00,32.21999999997206,40.45260000005364
2025-01-05 21:00:00.000,21:00,32.300000000000004,39.91159999994561
2025-01-05 22:00:00.000,22:00,32.38000000012107,39.707200000016016
2025-01-05 23:00:00.000,23:00,32.27999999998137,28.74060000004247
2025-01-06 00:00:00.000,00:00,31.800000000046566,26.703999999910593
2025-01-06 01:00:00.000,01:00,30.969999999995345,26.664300000015647
2025-01-06 02:00:00.000,02:00,31.709999999962747,27.289300000132062
2025-01-06 03:00:00.000,03:00,31.389999999897555,27.99769999999553
2025-01-06 04:00:00.000,04:00,31.31000000005588,27.890399999939838
2025-01-06 05:00:00.000,05:00,31.11000000007916,27.035999999893832
2025-01-06 06:00:00.000,06:00,30.989999999990687,26.693600000138392
2025-01-06 07:00:00.000,07:00,30.899999999930152,30.770599999884144
2025-01-06 08:00:00.000,08:00,30.709999999962747,32.39320000007283
2025-01-06 09:00:00.000,09:00,28.630000000121072,31.64159999999683
2025-01-06 10:00:00.000,10:00,8.729999999864958,34.12110000003595
2025-01-06 11:00:00.000,11:00,8.600000000093132,32.7287000000244
2025-01-06 12:00:00.000,12:00,8.449999999860301,30.860700000007636
2025-01-06 13:00:00.000,13:00,8.620000000111759,31.575799999851732
2025-01-06 14:00:00.000,14:00,8.600000000046567,35.54920000014827
2025-01-06 15:00:00.000,15:00,8.599999999906867,39.27919999985025
2025-01-06 16:00:00.000,16:00,8.679999999934807,38.263599999994035
2025-01-06 17:00:00.000,17:00,8.620000000111759,38.792400000058116
2025-01-06 18:00:00.000,18:00,8.699999999953434,40.53360000005923
2025-01-06 19:00:00.000,19:00,8.699999999953434,40.151599999982864
2025-01-06 20:00:00.000,20:00,8.600000000093132,41.312800000049165
2025-01-06 21:00:00.000,21:00,8.699999999953434,41.459800000023094
2025-01-06 22:00:00.000,22:00,8.600000000046567,41.46799999992363
2025-01-06 23:00:00.000,23:00,8.679999999934807,40.34580000005662
2025-01-07 00:00:00.000,00:00,8.699999999953434,40.131999999983236
2025-01-07 01:00:00.000,01:00,8.550000000186264,39.35379999990109
2025-01-07 02:00:00.000,02:00,8.699999999953434,40.33549999997486
2025-01-07 03:00:00.000,03:00,8.709999999962747,39.9414000000339
2025-01-07 04:00:00.000,04:00,8.699999999953434,40.05960000008345
2025-01-07 05:00:00.000,05:00,8.699999999953434,40.83710000005085
2025-01-07 06:00:00.000,06:00,8.690000000176951,39.82599999995436
2025-01-07 07:00:00.000,07:00,8.699999999953434,40.4466999998549
2025-01-07 08:00:00.000,08:00,8.709999999962747,40.35770000012126
2025-01-07 09:00:00.000,09:00,8.68999999994412,39.46670000001322
2025-01-07 10:00:00.000,10:00,8.699999999953434,40.43510000000242
2025-01-07 11:00:00.000,11:00,8.700000000186265,39.67569999990519
2025-01-07 12:00:00.000,12:00,8.549999999953435,38.47570000009146
2025-01-07 13:00:00.000,13:00,8.619999999878928,38.288999999966464
2025-01-07 14:00:00.000,14:00,8.700000000139699,40.07680000001565
2025-01-07 15:00:00.000,15:00,8.679999999981373,40.03299999991432
2025-01-07 16:00:00.000,16:00,8.699999999953434,40.22700000009499
2025-01-07 17:00:00.000,17:00,8.620000000065193,41.11519999993033
2025-01-07 18:00:00.000,18:00,8.679999999981373,40.344400000106546
2025-01-07 19:00:00.000,19:00,8.619999999878928,40.39500000001863
2025-01-07 20:00:00.000,20:00,8.78000000002794,39.06179999983869
2025-01-07 21:00:00.000,21:00,8.620000000065193,39.3852000000421
2025-01-07 22:00:00.000,22:00,8.7,40.13140000002459
2025-01-07 23:00:00.000,23:00,8.779999999981374,39.92819999991916
2025-01-08 00:00:00.000,00:00,8.699999999953434,39.002000000094995
2025-01-08 01:00:00.000,01:00,8.549999999953434,38.624800000013785
2025-01-08 02:00:00.000,02:00,8.700000000186265,39.08179999997374
2025-01-08 03:00:00.000,03:00,8.709999999939464,39.08860000006389
2025-01-08 04:00:00.000,04:00,8.699999999976717,39.56440000000875
2025-01-08 05:00:00.000,05:00,8.699999999953434,38.8966999998549
2025-01-08 06:00:00.000,06:00,8.68999999994412,39.2401000001235
2025-01-08 07:00:00.000,07:00,8.710000000172295,39.96749999998138
2025-01-08 08:00:00.000,08:00,8.77333333316104,39.116099999925225
2025-01-08 09:00:00.000,09:00,8.61111111121459,39.36444444460277
2025-01-08 10:00:00.000,10:00,8.655555555591773,38.948555555375705
2025-01-08 11:00:00.000,11:00,8.699999999953434,39.172600000118834
2025-01-08 12:00:00.000,12:00,8.699999999953434,36.43100000000559
2025-01-08 13:00:00.000,13:00,8.71999999997206,39.42059999993071
2025-01-08 14:00:00.000,14:00,8.63000000002794,39.960000000009316
2025-01-08 15:00:00.000,15:00,8.699999999953434,40.59330000001937
2025-01-08 16:00:00.000,16:00,8.630000000121072,39.79250000005123
2025-01-08 17:00:00.000,17:00,8.699999999953434,38.33269999995827
2025-01-08 18:00:00.000,18:00,8.660000000055879,38.1541000000434
2025-01-08 19:00:00.000,19:00,8.699999999953434,38.57499999990687
2025-01-08 20:00:00.000,20:00,8.809999999962747,40.142699999944305
2025-01-08 21:00:00.000,21:00,8.692857142903708,39.831642857303706
2025-01-08 22:00:00.000,22:00,8.742142857082321,39.80945714283236
2025-01-08 23:00:00.000,23:00,8.509117647157709,38.80410588230896
2025-01-09 00:00:00.000,00:00,8.739215686205117,39.642294117655865
2025-01-09 01:00:00.000,01:00,8.666666666651144,40.02400000003787
2025-01-09 02:00:00.000,02:00,8.720000000065193,39.880599999986586
2025-01-09 03:00:00.000,03:00,8.661818181884222,39.89058181824671
2025-01-09 04:00:00.000,04:00,8.818181818079243,40.75074125870483
2025-01-09 05:00:00.000,05:00,8.665624999932055,39.85920192290024
